track_id	ext	size_bytes	sha256	decodable	duration_ms	codec	sample_rate	channels
jazz-dont-care-blues	ogg	1789843	5e42f06c8820739e725464362619391bd1a4fb785409ad63567c21427a6ab746	True	192240	vorbis	44100	2
jazz-memphis-blues	mp3	7233645	93ec2768eed7ee82ec7837ef8e3ce7ef44b8736426bb6904c3c2b7a2363119ae	True	180820	mp3	48000	1
jazz-park	ogg	2088081	33ab712df360103bfc7b70b3626d4a1e7dc4a925319e69ee6534cf1977ef77db	True	205720	vorbis	48000	1
jazz-samba	mp3	6070802	d993cbee80bba09af9c0b7eb92df80729ac68940059c6844f60e7f33f25c5bb1	True	248530	mp3	44100	2
jazz-simple	ogg	1369162	97f967ff80cc68befdd3b8b195e18219e740cf7036ce8d38d9196765f4e59592	True	72000	vorbis	44100	2
joth-contemplation	mp3	2405271	283962d3a975c93613c46cda30c9f0816176ae3e2899f961591a49e2d41b4bf3	True	120060	mp3	44100	2
just-as-soon	mp3	8307097	12018b3314e61df5df9f078f9b5415f55b7d553520641eaaa202ee6ae98ba5f6	True	228130	mp3	44100	2
kumasi-groove	mp3	8440244	93c14465db03b6d8b8da4282a9252d739463963d32c30fd21357fbad28c26250	True	222640	mp3	44100	2
lofi-again	ogg	2419417	d3b3410a186d45dadbcf87a8072b5a7f3b3f5a11fe38d9a7e9bdb3f66d5d86fa	True	87810	vorbis	44100	1
lofi-caden-currie	mp3	1411447	970ad6e607231cd0b86fc98e534daf3909d45fefca95b143b78e03b8d953013c	True	88190	mp3	44100	2
lofi-de	ogg	17617	b77045a9cb266ab078de8143d0b053d91bc4c68ae8efdb31ce962fa17b67e8e9	True	1790	vorbis	44100	1
lofi-hiphop	ogg	1532926	8641e8203d0e7dc06db0276b69fc15f59e9f45faf76d2d647bc076a3339c1ef1	True	150130	vorbis	44100	1
lofi-music-001	wav	43964336	6b0d6ed343c73ccd8d1adbc93643e7c53438fbf2942b20d72f4fdc5051bc1cfa	True	166150	pcm_s24le	44100	2
lofi-perspective	ogg	2817261	35b2557f2f0ea17d046960d204c6ad04e859b518b9fe7f02c91e9b68215b0825	True	137280	vorbis	44100	2
lofi-upbeat-raspberry	ogg	2907813	a0a38ef1990bf98f82bc1d915440b951e0dce327ee8a2efd49562557a3c390c3	True	133550	vorbis	44100	2
lyrics-auld-lang-syne	ogg	1943425	0d277de969ce02959923ec32fd94897a6791cf183fd954198d5e02166e36fb04	True	141550	vorbis	44100	2
lyrics-debussy-ariettes-four	ogg	6246864	5dee2281e7e9a15150fd9c5ee813983f5f46daa873a21c9fc37e07e1dee50733	True	193180	vorbis	44100	2
lyrics-debussy-ariettes-two	ogg	5037698	d0c9e29ccee698dea830f3e3b7ac4fea7b8268e32ddad378d92bd3e42e9ead6e	True	155800	vorbis	44100	2
lyrics-frankie-johnny	ogg	686626	42c595a61087df89d30857bd8069006f4e165d73e0dc49c62b90d212403bcc75	True	106030	vorbis	22050	2
lyrics-kentucky-home	ogg	1359436	c042440c665514a47b3483e6fb1c512bb76b620231bd5020f5a5cb4b707df7b9	True	110340	vorbis	44100	2
lyrics-mozart-luise	ogg	1682793	d6abb902f2e43419b8f68d28f823dcd11a76ef374c02a564d4f66f544d0a7661	True	95320	vorbis	44100	2
lyrics-mozart-violet	ogg	389419	2f7b6c238b6028723c6f0f118cb4410d18ab42db5fb6607ca07dcf78ec9f6cd2	True	30000	vorbis	44100	2
lyrics-old-black-joe	ogg	24371181	cad46b814e9cefebcac12f41a5d5d7074cd176d298e8cb3b8da7a30bc0799a4d	True	217660	vorbis	192000	2
lyrics-old-folks	ogg	3793472	830f8f228a9d0afd785ce19f8917110d0da4dd3b5ecdc7f1f9a6ac30ca306918	True	241950	vorbis	48000	2
lyrics-perfect-day	ogg	1116270	1c6da3388654291b5790345e17b4a819e175ae15a9f5175fdfe7cb8ea591e0bf	True	165750	vorbis	44100	2
meditation-impromptu-one	mp3	7042622	ac1332a12fe020cbeee206c7f33a82e29109d5ce63636e3302454e3bdfc36187	True	212820	mp3	44100	2
meditation-impromptu-three	mp3	8423717	91a74559a209eeeb6c8057bd3403218a39563b6b148a015d7d3c2c8204d595c8	True	255240	mp3	44100	2
meditation-impromptu-two	mp3	8261798	4e7ead76cfdda0979ff7d771fbbc3dbb312ca80ce25b78f3cdcaef07fcc7c2da	True	249100	mp3	44100	2
mendelssohn-nocturne	ogg	8022589	d72ebd40761d93dcd6ae40249f2d662655496a4af191e4c0661f2c6933888459	True	314050	vorbis	44100	2
mendelssohn-scottish-adagio	ogg	6257715	d0e525481f773fd6478c7e3f09c5d760348a7fd22a2ba425a7ce313f20ed6035	True	571950	vorbis	48000	2
mendelssohn-venetian-gondola-30-6	ogg	3342218	98f975197dd911b7c9d1800115866d1bef87efc3e54f7493b6f66ede6fd3e844	True	185810	vorbis	44100	2
modern-piano-almost-f	mp3	78644096	9c35f03fd6a747baed3f6a7e0a39fe43483f174ad80aaad73cc18e8472c50641	True	1962060	mp3	44100	2
modern-piano-at-rest	mp3	8264831	ec30f84d2acd6ddaefbb16246b050ba89e26e7396a2d48d7e0d0eccaff51f141	True	206570	mp3	48000	2
modern-piano-clean-soul	mp3	12271405	458868c225cf8f6dbaf17300aa2e0839386991be8581d0218554699297d7581c	True	306730	mp3	44100	2
mozart-clarinet-adagio	ogg	5617366	319f01b02cedc0989098775c248985aae381cb7aa269535deaae387d0a2e4d1d	True	435300	vorbis	44100	2
mozart-divertimento-113-three	oga	2023064	433bc62d63b4c06b09451f0300a09ad59695aa4daf586db2124eaa18548cdd99	True	106880	vorbis	48000	2
mozart-divertimento-113-two	oga	3660540	33f4863735ddd1018032a37dca7ee666941310751fdc63d80138ea46c347ed84	True	197910	vorbis	48000	2
mozart-flute-harp-allegro	ogg	35912829	6ee065591d74ede808959735cf8e81f171755a3a4d7afeaf503738b7a6d629f6	True	728490	vorbis	44100	2
mozart-flute-harp-andantino	ogg	28988135	e3c224db6682ba2329aa8bbfc362887b2f7d68bdb44749ed82d1fb1854891c48	True	579250	vorbis	44100	2
mozart-flute-harp-rondeau	ogg	36074673	e6a646e5d0b43c1600ce04497fa59a47988a6a9697671fc0aa8dae1b938318bf	True	722430	vorbis	44100	2
mozart-flute-k313	ogg	10718019	59bf3b59eff97be839f94511f0738c533a8d567873af284d8a2672d25a278d2f	True	644020	vorbis	44100	2
mozart-k421-andante-musopen	flac	45814596	944b6a75f252b60d1054d81df4bbb535660b817ff956e39465834c661385b996	True	315210	flac	48000	2
mozart-k421-four	ogg	9634121	2b781533a17f8390cadcdf458eae3da331ce6f932cf061b89b6df11ddb7666aa	True	505790	vorbis	44100	2
mozart-k421-one	ogg	9892162	8e271c205ee37dda22eda3f33f0bbe0eda52c522f1b96c7cde99ca4d4661501b	True	528090	vorbis	44100	2
mozart-k421-three	flac	23817115	f3ae97ff96566eb99f8f26c0d1ebdc421533622ff23700e36c268f67a8ea1387	True	253590	flac	44100	2
mozart-k421-two	flac	47104810	472ada51d29e345f3edde33b0acd8e4bd75fcfdbee8928d983820e5b28819392	True	255320	flac	44100	2
mozart-k465-adagio-allegro	flac	83398705	4e1cddda40b6a609d62a648680973ab1fb7e5d29d18b895be0a28aa63c4f22ed	True	513150	flac	48000	2
mozart-rondo-k511	ogg	123655	ed6c74e683eb712dd227ea620aef3c5e942a114b7b79889e36413ab97231ac5f	True	6050	vorbis	44100	2
night-docks-trumpet	mp3	5967513	0a02d88431244f60ff3962edbc3b5cc333ee887ec84a44146ff335c1fdcb1bd3	True	174079	mp3	44100	2
not-that-east	ogg	884318	61df92c237baffb16631996ef36bc047d3c45c3e26d6578cabd413c7d341e183	True	48000	vorbis	44100	2
cc0-blue-intermission	ogg	2711398	0421af57dff8b3bb81d0d05dd8a085bea9f93a07db219afd769678dc6dbc2627	True	236800	vorbis	48000	2
cc0-catchy-swing	ogg	1069084	99d24d0b0cf7c4555615236e1d3715b6d5f64e4968137e264fa85723011b198d	True	60000	vorbis	48000	2
cc0-etirwer	ogg	1931614	27e3de6b94173de7691e4c82e3f065f1386817a05d6b82445cd2e375eaab0bec	True	130300	vorbis	48000	2
cc0-frets	ogg	4532043	4d3e8716211911a3a6b0c81c8acb6a91e1cf130de10f9144aeb5466cba72db07	True	226100	vorbis	48000	2
cc0-fusion-jazz	ogg	4106062	6e1d753ac24ae63a86aa04d8fced64b12feaff358d40f867e9b7b170af8a32ed	True	246400	vorbis	48000	2
cc0-jazzy-blues	ogg	892608	0e696032128298686b0f162839dd29e71f6885a9b1559618b5511d7fc7c73d06	True	52600	vorbis	48000	2
cc0-middle-nowhere-remix	ogg	3036323	21d3efdf80fc4e8789d9a06a37f1a620082082d8e85c808b78d8c977cc4caa6e	True	171600	vorbis	48000	2
cc0-one-step	ogg	3092067	8a0d757720fba3208c26f912d25a88861617361efa6cdce30ff833f52968afaa	True	154600	vorbis	48000	2
cc0-serenade-guitar	ogg	2625128	d410d3ea1ae5b0b246eaf270701dd8562d53c07d98e1abca587a92cc619f193c	True	129400	vorbis	48000	2
cc0-sunset-plains	ogg	5406562	6a80daab5f1a584cd846eb6140f0d4ada11d02ddf586649734ad85edc2f040d1	True	329700	vorbis	48000	2
organ-bach-526-one	mp3	7352809	bcc43de3c387a9782cff4295cd89d0b3246ab36463e19bf0e73907bf46c4f2ac	True	237820	mp3	44100	2
organ-bach-529-one	mp3	9727057	f62330a7ecb30c6c89658da94a8e528d6994fe14d114a03ab5471bd1a146a8ad	True	335990	mp3	44100	2
organ-bach-543-fugue	mp3	11806181	fa1c7091e49ecacbdb7da05bcaae41de35f6b739e81e1027d6a6b2dcf43694dd	True	384240	mp3	44100	2
organ-bach-543-prelude	mp3	5932890	3d5b176935b514a9bb462122ed8a321b88d7fc92d7c5550d8d9ed5923b947d2a	True	197670	mp3	44100	2
organ-buxtehude-toccata	ogg	8807896	55eb30f65d396b8e590416fc9dffb6237d40c42261eade3c4c075962be772983	True	453530	vorbis	48000	2
organ-pachelbel-chorale	ogg	4475585	2d79def270a35403fb03755d7c7c716572965fa548c9bf91318b131a1c3642c0	True	222290	vorbis	44100	2
organ-pachelbel-ciacona	ogg	8634042	0badca1e183bd1bcb2a81672cdf8b947552a3c82083d6ee05fa11364a4abf3c1	True	444930	vorbis	44100	2
organ-pachelbel-fugue-13	ogg	1351672	48da362c207d4bb21dc6e685c78171c4b1cbbf738128a504fc6cb51a021b20a1	True	83120	vorbis	44100	2
organ-pachelbel-toccata-e	ogg	2156163	1dc4c09b3d3c24892950c328921ed78d091e660470c00cd5d08993b749d59b94	True	99630	vorbis	44100	2
organ-pachelbel-toccata-f	ogg	2863132	ec71bb0e1084ee4ef1757baac7f9a55b5896027aa61e826e1f2f43d9cff4b8d0	True	144770	vorbis	44100	2
pachelbel-canon-kevin-macleod	ogg	5592927	e69936e8cdb1b3e115e4d6a0501b03b732dcf55619b427e9813336200969afb0	True	355630	vorbis	44100	2
pachelbel-canon-piano-galloway	ogg	3825619	dbde7ed591f33e3dcfc941bce6494ec74b523a955d8c7342224290801e68d195	True	171079	vorbis	44100	2
purcell-abdelazer-suite	ogg	25865093	ca1a2fdf42660ea1c5d1e49e5dc7788dab0966b224e7600a62928903c36d9ca6	True	1022470	vorbis	44100	2
rameau-gavotte-doubles	flac	30736119	873d7dd4193c4073ca5a6d28f73b5907c0fece829012e216e3da5d59698877cf	True	407140	flac	44100	2
ravel-pavane-pd	ogg	3702044	a3cecb1ae5d5d1f95511f9e24e2b39f32811c5c2295cd89c3b8bb90cca52b06b	True	269770	vorbis	44100	2
respighi-intermezzo-serenata	ogg	1711725	ae5ff974a39fb8954e76873b15a780e016d21b20a793ed3ec6eb1a5c37b21417	True	145890	vorbis	44100	2
rhapsody-blue	ogg	25748734	2d5396ee73c9bf337fbd652e558c99c44ad8f36e204df5e8758938a4b8955645	True	953780	vorbis	44100	2
saint-saens-swan	ogg	1770120	a0237df829170b5c2dcb32b525eca1e325ef86695e3f085cf84aa32c6922ebb7	True	176210	vorbis	48000	2
satie-gymnopedie-one-macleod	mp3	7487656	8cba6bb3da51066ad39520ec218a327bb6222d8fb32bc52f28a1e90b67756f70	True	187090	mp3	44100	2
scarlatti-k159	ogg	2603735	835cf2229bb6517569d22bd2f594e43b89fd50fd7cb45e44eff12ea8b56023b7	True	141440	vorbis	44100	2
scarlatti-k466	ogg	4803250	fc1e309d62c85e181c32a0d7e936fb99c5f8e190938dfb6b2919d288aef1d4e8	True	199770	vorbis	44100	2
schubert-impromptu-d935-three	ogg	11956251	ad5c2a41064bc5ac3eba25b1c47fcb247e9b5d531777401b3e089244a4631a1c	True	735820	vorbis	44100	2
schumann-kinderszenen-one	ogg	1688427	c8eab1bc240b5ec5cd5c338c2e628c7849775963aa0986d9fa01fc4a6b18d469	True	111880	vorbis	44100	2
schumann-kinderszenen-seven	ogg	2892811	bf04d6906d50f399ec62b7cf8650fe0414d684446d6a0ae2053a416d6515deb5	True	203000	vorbis	44100	2
schumann-kinderszenen-ten	ogg	1726776	2604c079a78387f5d0bbd43f53ebdf56c2b13d7b838490d6baf8b03c0e003cfa	True	117420	vorbis	44100	2
scriabin-prelude-67-1	ogg	1962358	8151a52299770202a1b4d001837808529d4e6c49c78786feac1bda3d4519587b	True	117289	vorbis	44100	2
small-fire-guitar-loop	wav	16934546	1cb42057e724224d6047f651b95598f5c094caaaba47f6430dd5d540c09c4414	True	64000	pcm_s24le	44100	2
smetana-moldau	ogg	14631020	6ab588f40811664fc5fbfdf42ef7b57cc8c5f3005a0e2c2979585795c11fe6ab	True	890700	vorbis	44100	2
solo-piano-four	ogg	1158279	d01447031ab85747d76a9492895cc1121fb8cac2fc0b38fe3f6c8d1c2110feb0	True	198800	vorbis	16000	2
synth-hiphop	ogg	8987157	0a85df3432989ac391808580c5bc22af28f956bf7c365bf5b963d79cd02ac457	True	375000	vorbis	44100	2
tchaikovsky-seasons-april	ogg	2403225	f756593f996518c0ebbe7d6b7e28cc4f4e276e5c517f5cbe0a14fe5bfb2ba959	True	128940	vorbis	44100	2
tchaikovsky-seasons-august	ogg	3641988	96df546f68ab8abc44c160c995e68ca0091edf75a8e1f8e0443d62682388d2e1	True	191950	vorbis	44100	2
tchaikovsky-seasons-december	ogg	4594405	ff26bd1d26ad74aee76d53638868183090deff6245774b76082d139ce8fdd859	True	240030	vorbis	44100	2
tchaikovsky-seasons-february	ogg	3162007	a3a42e5e8ca0550fbbea9c01250de4611fc8e24be78845892a54c4abc43b5499	True	163540	vorbis	44100	2
tchaikovsky-seasons-january	ogg	5285787	1abdb825ec8b6773a97ffa58fe4a7f18bb7ad0960c34d743eab9ff949bacda25	True	280790	vorbis	44100	2
tchaikovsky-seasons-july	ogg	2139923	018c3962b2b756f79aef7118fe28de064305ee134a5efcca9872a4796a2d7a91	True	113060	vorbis	44100	2
tchaikovsky-seasons-june	ogg	4415625	9f8f31219013e8488a457008078d717ee70b1d4012281c7988959e0d2011e948	True	231350	vorbis	44100	2
tchaikovsky-seasons-march	ogg	2607025	0c659e41adca3f9e4f34c04714cb6b474ddd469bba254fc0ed4807814a9ada7a	True	134830	vorbis	44100	2
tchaikovsky-seasons-may	ogg	3631357	d66a375d2838d1b155c7b1c65f93f2273e99d49f03dae323ae13db52608cb9eb	True	193730	vorbis	44100	2
tchaikovsky-seasons-november	ogg	3353954	7ef49a311b9d37925c9f598d058661697809f3816183c61e309f07512a53e3a9	True	176970	vorbis	44100	2
tchaikovsky-seasons-october	ogg	3560769	018c84e00d23d85a8a852392bd43234574f7622a94b0f8bd599824e1f4e08bca	True	186470	vorbis	44100	2
tchaikovsky-seasons-september	ogg	3208540	96f473f9440623f1afa99337be802d8fde928748dd9841e6a0dab759c0c7a96d	True	166420	vorbis	44100	2
tiny-movement	mp3	2065946	ca348f3462edda77207e8abceee5171fc3ff52a99292674fdb02fca4eb6bd431	True	129120	mp3	44100	2
vivaldi-double-one	ogg	6258533	7f7fcae1a257c679c08ac56a0afb502e6b45524215a6fcfb4176b8e94c3ab02f	True	236730	vorbis	44100	2
vivaldi-double-three	ogg	4111760	6e14b371d376c7a3076957e88357b3c3a041d64f1309afba5d3485dcf100d7c4	True	146380	vorbis	44100	2
vivaldi-double-two	ogg	3682846	ea068ae79ae614b7aff1f51d409acc5257553856a7c17bebb5d7782764e5cb52	True	134240	vorbis	44100	2
vivaldi-notte-four	ogg	789139	c8c98afabb16893d38e1f13562496ca08f80a843bce0dedfe3fabb14c47940f4	True	57290	vorbis	44100	2
vivaldi-notte-one	ogg	953504	5c852a61f813c624c0083dac24f6539698f0ee9a09ba33a2eed9292d0611d9a8	True	70600	vorbis	44100	2
vivaldi-notte-three	ogg	624021	1bf8b217da6bccc9582935f09ab1816302b0eb38f488f955caf579cb96884898	True	45170	vorbis	44100	2
vivaldi-notte-two	ogg	656638	2614f876e211e22c155ade3c8232afc07e7234ea028d6d3c1ba13349ecf36b59	True	46680	vorbis	44100	2
vivaldi-recorder-three	ogg	2722779	e48f3ae3d4fe7854c18059ebbbfeb3da025d777258bc25a68fa43a449e0a7323	True	201600	vorbis	44100	2
vivaldi-recorder-two	ogg	996067	0489453cd00e357310b758a52e1d2ba09dbb13378a4e13544a45599c6c873b19	True	83720	vorbis	44100	2
vivaldi-winter-allegro	ogg	3653114	60d2fa4fa225fdbf73859bea257f7375926860d0116b0c0e0aa9c3026d540585	True	193000	vorbis	44100	2
vivaldi-winter-largo	ogg	2544381	864cc8659495369ede90be6e82966a88419450c81853ce7e096c6727e6b75907	True	132330	vorbis	44100	2
weber-grand-duo-andante	ogg	9700637	4fdccb8eadf25e32126ab220b0f8f2cc0e4dc2792853c1da7076055840b789c0	True	383070	vorbis	44100	2
white-lotus	mp3	82867838	9d66f2eb0113397f9d9aeb6c8f385a82503aeaf8fa84c7ec9fc568189307294a	True	2071639	mp3	44100	2
yd-searching	ogg	2113188	add2ee7931fd0c53f2804220e7355b10b38dbf5ab2b4dfdd415b61d8e14e51c8	True	104580	vorbis	44100	2
yoiyami-deep-blue	wav	45112360	613d462f5229568ad98dcbe870036ccdf858f5ae33c63386cace86548809cb60	True	234960	pcm_s16le	48000	2
yoiyami-first-light	wav	25290280	f0538a1a67450cc1d5e305fad5bc0d5d422ad809f720d695ab356e55fbe40fc5	True	131720	pcm_s16le	48000	2
zither-strauss-woods	ogg	827820	52bf310622427b82f571da414dfc06778f51cc6ab43c25ec94b344ae407e68f9	True	64050	vorbis	44100	1
